title,price,frequency,bedrooms,bathrooms,area,location,url,price_clean,price_yearly_aed,bedrooms_clean,bathrooms_clean,area_clean,area_per_bedroom,bathrooms_per_bedroom,log_area,log_price,building,community,property_type_penthouse,property_type_townhouse,property_type_villa,building_grouped_Binghatti Corner,building_grouped_Binghatti Crest,building_grouped_Binghatti Heights,building_grouped_Binghatti House,building_grouped_Binghatti Phantom,building_grouped_Binghatti Phoenix,building_grouped_Binghatti Royale,"building_grouped_Bloom Heights 1, Bloom Heights",building_grouped_DAMAC Ghalia,building_grouped_Fortunato,building_grouped_Imperial Tower,building_grouped_Laya Residences,building_grouped_Other,building_grouped_Pearl House 2,building_grouped_Reef Residence,building_grouped_Rigel Apartments,building_grouped_Rose 10,building_grouped_SH Living 1,building_grouped_Sydney Villas,building_grouped_Westview Garden,district_JVC District 11,district_JVC District 12,district_JVC District 13,district_JVC District 14,district_JVC District 15,district_JVC District 16,district_JVC District 17,district_JVC District 18,district_Unknown
Spacious 1BR | Move In Ready | All Amenities,"90,000",yearly,1,2,774 sqft,"Harrington House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13707283.html,90000,90000,1.0,2.0,774.0,774.0,2.0,6.652863029353347,11.407576060361786,Harrington House,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
BRAND NEW 1BHK | BIG LAYOUT | NEAR MALL,"112,000",yearly,1,2,824 sqft,"H Three By Aurora, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719806.html,112000,112000,1.0,2.0,824.0,824.0,2.0,6.715383386334681,11.626263078808801,H Three By Aurora,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Huge Balcony | Road View | Prime Location,"130,000",yearly,2,3,"1,224 sqft","Binghatti Tulip, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719260.html,130000,130000,2.0,3.0,1224.0,612.0,1.5,7.110696122978827,11.775297421715827,Binghatti Tulip,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
SEMI FURNISHED | READY TO MOVE | SPACIOUS LAYOUT,"89,999",yearly,2,2,"1,230 sqft","Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13712224.html,89999,89999,2.0,2.0,1230.0,615.0,1.0,7.115582126184454,11.407564949312402,Fortunato,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
WELL MAINTAINED 2BED Yearly Lease,"90,000",yearly,2,2,"1,128 sqft","Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13718892.html,90000,90000,2.0,2.0,1128.0,564.0,1.0,7.029087564149662,11.407576060361786,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
"Spacious Two Bed Room Only In 90,000 For Rent","90,000",yearly,2,2,"1,128 sqft","Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13718787.html,90000,90000,2.0,2.0,1128.0,564.0,1.0,7.029087564149662,11.407576060361786,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Bright Unit | Panoramic View | Ready to Move,"75,000",yearly,1,1,925 sqft,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714017.html,75000,75000,1.0,1.0,925.0,925.0,1.0,6.8308742346461795,11.225256725762893,Reef Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Spacious 2BR Apartment | Semi-Furnished | Ready to Move,"90,000",yearly,2,3,"1,231 sqft","Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13689292.html,90000,90000,2.0,3.0,1231.0,615.5,1.5,7.116394144093465,11.407576060361786,Fortunato,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious 2BHK | Unfurnished | Call now,"119,999",yearly,2,2,"1,122 sqft","Marwa Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13686169.html,119999,119999,2.0,2.0,1122.0,561.0,1.0,7.023758954738443,11.695247021764184,Marwa Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6 Cheques | Unfurnished | With Parking and Balcony,"90,000",yearly,1,2,926 sqft,"Zaya Hameni, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13731416.html,90000,90000,1.0,2.0,926.0,926.0,2.0,6.831953565565855,11.407576060361786,Zaya Hameni,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Exclusive | Vacant soon | Mid floor | Turnkey unit,"92,000",yearly,1,2,694 sqft,"Binghatti Amber, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13728648.html,92000,92000,1.0,2.0,694.0,694.0,2.0,6.543911845564792,11.429554725537322,Binghatti Amber,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1Bhk Apartment | Prime Location | Call Now,"74,999",yearly,1,2,995 sqft,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13727187.html,74999,74999,1.0,2.0,995.0,995.0,2.0,6.903747257584598,11.225243392518447,Binghatti Gate,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Brand New 2 Bed | Huge Layout | Park Views,"175,000",yearly,2,3,"1,425 sqft","Hadley Heights, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13716238.html,175000,175000,2.0,3.0,1425.0,712.5,1.5,7.262628600974241,12.07254696717504,Hadley Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Family friendly I Peaceful community I Prime spot,"190,000",yearly,4,4,"1,734 sqft","Sandoval Lane, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13708991.html,190000,190000,4.0,4.0,1734.0,433.5,1.0,7.45876269238096,12.154784614286667,Sandoval Lane,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
LUXURY SPACIOUS MODERN 1 BEDROOM APPARTMENT/ SAMI CLOSE KITCHEN // POOL VIEW// READY TO MOVE,"70,000",yearly,1,2,754 sqft,"Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726815.html,70000,70000,1.0,2.0,754.0,754.0,2.0,6.626717749249025,11.156264806643742,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Spacious 2 Bedroom | Brand New | Prime location,"95,000",yearly,2,3,"1,335 sqft","Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13710645.html,95000,95000,2.0,3.0,1335.0,667.5,1.5,7.197435354096591,11.461642696843066,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TOP FLOOR | RENOVATED | BIG TERRACE | OPEN VIEWS,"120,000",yearly,2,2,"1,297 sqft","Pantheon Boulevard, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13678079.html,120000,120000,2.0,2.0,1297.0,648.5,1.0,7.168579897264035,11.695255355062795,Pantheon Boulevard,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Band new | Smart Home | Private pool,"144,000",yearly,2,2,"1,761 sqft","Binghatti Orchid, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11769745.html,144000,144000,2.0,2.0,1761.0,880.5,1.0,7.474204806496124,11.87757552297847,Binghatti Orchid,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fully Furnish | Upgraded | Ready to Move-In,"87,000",yearly,1,2,757 sqft,"DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13732923.html,87000,87000,1.0,2.0,757.0,757.0,2.0,6.630683385642372,11.373674891823535,DAMAC Ghalia,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Multiple Options | Flexible Payment | Smart Home,"80,000",yearly,1,2,714 sqft,"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709999.html,80000,80000,1.0,2.0,714.0,714.0,2.0,6.5722825426940075,11.289794413577894,Binghatti Nova,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
FULLY FURNISHED || 1 BED ROOM || FOR RENT,"75,000",yearly,1,2,675 sqft,"DAMAC Ghalia, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13693468.html,75000,75000,1.0,2.0,675.0,675.0,2.0,6.516193076042964,11.225256725762893,DAMAC Ghalia,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Modern Layout | Prime Location | Elegant Finishing,"79,999",yearly,1,2,854 sqft,"Mass Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729706.html,79999,79999,1.0,2.0,854.0,854.0,2.0,6.75110146893676,11.289781913656018,Mass Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2BR+Maid | Road Facing | Prime location,"160,000",yearly,2,4,"2,100 sqft","Diamond Views 1 Villas A, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709105.html,160000,160000,2.0,4.0,2100.0,1050.0,2.0,7.650168700845001,11.982935344196433,Diamond Views 1 Villas A,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Elegant 2-Bedroom + Maid Room | Fully Furnished,"115,000",yearly,2,3,"1,321 sqft","Summer 2 Block B, Summer, Seasons Community, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13707544.html,115000,115000,2.0,3.0,1321.0,660.5,1.5,7.186901020411631,11.652696102959753,"Summer 2 Block B, Summer, Seasons Community",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
UNFURNISHED I SPACIOUS VILLA I PRIME LOCATION,"194,999",yearly,4,5,"1,734 sqft","Sandoval Lane, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13703512.html,194999,194999,4.0,5.0,1734.0,433.5,1.25,7.45876269238096,12.180754837545884,Sandoval Lane,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pool view| High floor| Prime Location,"95,000",yearly,1,2,693 sqft,"Binghatti Onyx, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13670508.html,95000,95000,1.0,2.0,693.0,693.0,2.0,6.542471960506805,11.461642696843066,Binghatti Onyx,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Modern 2BHK | Road View | Grab now,"119,999",yearly,2,2,"1,245 sqft","Marwa Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13686702.html,119999,119999,2.0,2.0,1245.0,622.5,1.0,7.1276936993473985,11.695247021764184,Marwa Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Fully Furnished 1 BHK+ Maid I Smart Layout I Great Amenities,"85,000",yearly,1,2,826 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-11900884.html,85000,85000,1.0,2.0,826.0,826.0,2.0,6.717804695023691,11.350418300109132,Rigel Apartments,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Vacating Soon | High Floor | Spacious,"135,000",yearly,2,2,"1,404 sqft","Hameni Residence, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13688126.html,135000,135000,2.0,2.0,1404.0,702.0,1.0,7.247792581767846,11.813037464800539,Hameni Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Closed and Fitted Kitchen | Brand New Apartment,"97,000",yearly,2,3,"1,335 sqft","Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13710648.html,97000,97000,2.0,3.0,1335.0,667.5,1.5,7.197435354096591,11.48247656671073,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Upgraded & Spacious 1BR I Quality Living I Panoramic View,"75,000",yearly,1,2,925 sqft,"Reef Residence, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13686327.html,75000,75000,1.0,2.0,925.0,925.0,2.0,6.8308742346461795,11.225256725762893,Reef Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Luxurious unit I With great amenity I Prime spot,"69,999",yearly,1,2,754 sqft,"Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13734697.html,69999,69999,1.0,2.0,754.0,754.0,2.0,6.626717749249025,11.156250521031495,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Spacious unit with pool view I Available in 4 cheques I Best pick,"69,999",yearly,1,2,754 sqft,"Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13722739.html,69999,69999,1.0,2.0,754.0,754.0,2.0,6.626717749249025,11.156250521031495,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Luxury Comfort Villa For Rent I Great Layout I Ready to Move,"140,000",yearly,2,3,"2,269 sqft","Al Waleed Building, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13718808.html,140000,140000,2.0,3.0,2269.0,1134.5,1.5,7.727535110475448,11.849404844423074,Al Waleed Building,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Fully Furnished I Huge Layout I Ready to Move,"119,999",yearly,2,3,"1,379 sqft","Plaza Residences Block B, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713328.html,119999,119999,2.0,3.0,1379.0,689.5,1.5,7.22983877815125,11.695247021764184,"Plaza Residences Block B, Plaza Residences",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Large 2BR + Maid | Balcony | Ready to Move,"112,999",yearly,2,2,"1,509 sqft","Al Naim Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13711468.html,112999,112999,2.0,2.0,1509.0,754.5,1.0,7.31986492980897,11.635143097694478,Al Naim Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spacious 4 BR + Maid| Prime Community Living | Vacant,"194,999",yearly,4,6,"1,734 sqft","Sandoval Lane, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13711104.html,194999,194999,4.0,6.0,1734.0,433.5,1.5,7.45876269238096,12.180754837545884,Sandoval Lane,Jumeirah Village Circle (JVC),True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
SPACIOUS 2BHK |ELEGANT TOUCHES | PRIME LOCATION,"190,000",yearly,2,3,"1,268 sqft","Hyati Avenue, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13688982.html,190000,190000,2.0,3.0,1268.0,634.0,1.5,7.1459844677143876,12.154784614286667,Hyati Avenue,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Luxury spacious 1Bedroom with open pool view apartment// all amenities// ready to move// only 70k,"70,000",yearly,1,2,754 sqft,"Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729971.html,70000,70000,1.0,2.0,754.0,754.0,2.0,6.626717749249025,11.156264806643742,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Spacious 3BR | Fully Furnished | Call Now,"180,000",yearly,3,4,"1,743 sqft","Tower 108, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719218.html,180000,180000,3.0,4.0,1743.0,581.0,1.3333333333333333,7.463936604468925,12.100717685412471,Tower 108,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Elegant Design l 2 Bedroom l Ready to Move,"97,000",yearly,2,3,"1,334 sqft","Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13719041.html,97000,97000,2.0,3.0,1334.0,667.0,1.5,7.19668657083435,11.48247656671073,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Resort-Style Apartment I Modern Amenities | Prime Location,"79,999",yearly,1,2,727 sqft,"Binghatti Crescent, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713214.html,79999,79999,1.0,2.0,727.0,727.0,2.0,6.590301048196686,11.289781913656018,Binghatti Crescent,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Ready-to-Move-In | 1 BR Unfurnished | Big Layout,"108,888",yearly,2,3,983 sqft,"Binghatti Corner, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13688806.html,108888,108888,2.0,3.0,983.0,491.5,1.5,6.891625897052253,11.598084293718179,Binghatti Corner,Jumeirah Village Circle (JVC),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MODERN 2 BHK - DUPLEX UNIT - SPACIOUS BIG LAYOUT - FAMILY BUILDING,"130,000",yearly,2,3,"1,942 sqft","Royal JVC Building, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713189.html,130000,130000,2.0,3.0,1942.0,971.0,1.5,7.57198844937744,11.775297421715827,Royal JVC Building,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ready to Move | Brand New | Modern Finishes,"75,000",yearly,1,2,878 sqft,"Lumina Vista Residences, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13720297.html,75000,75000,1.0,2.0,878.0,878.0,2.0,6.778784897685177,11.225256725762893,Lumina Vista Residences,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1+Study | Chiller Free | Ready to move,"74,000",yearly,1,2,"1,004 sqft","Al Waseem Residences, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714401.html,74000,74000,1.0,2.0,1004.0,1004.0,2.0,6.912742820493176,11.211833885608513,Al Waseem Residences,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Fully Furnished | Big Layout | Brand New,"100,000",yearly,1,2,759 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13714248.html,100000,100000,1.0,2.0,759.0,759.0,2.0,6.633318433280377,11.51293546492023,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SPACIOUS LAYOUT | PLUS STORAGE ROOM | UNFURNISHED,"109,999",yearly,2,3,"1,381 sqft","Plaza Residences Block B, Plaza Residences, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713293.html,109999,109999,2.0,3.0,1381.0,690.5,1.5,7.231287004327616,11.608235644774552,"Plaza Residences Block B, Plaza Residences",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2 Bedroom plus | Private Pool |Spacious Apartment,"139,999",yearly,2,2,"1,152 sqft","Binghatti Tulip, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13712001.html,139999,139999,2.0,2.0,1152.0,576.0,1.0,7.050122520269059,11.84939770159144,Binghatti Tulip,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Prime Location | Fully Furnished | Huge Layout,"100,000",yearly,1,2,805 sqft,"Pearl House 2, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13726240.html,100000,100000,1.0,2.0,805.0,805.0,2.0,6.692083742506628,11.51293546492023,Pearl House 2,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Fully Renovated | Furnished | Private Garden,"190,000",yearly,4,4,"5,030 sqft","Sydney Villas, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709320.html,190000,190000,4.0,4.0,5030.0,1257.5,1.0,8.523374050491318,12.154784614286667,Sydney Villas,Jumeirah Village Circle (JVC),False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Exclusive | 1BR + Study | Fully Furnished,"90,000",yearly,1,2,877 sqft,"Eleganz by Danube, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13659843.html,90000,90000,1.0,2.0,877.0,877.0,2.0,6.777646593635117,11.407576060361786,Eleganz by Danube,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Fully Furnished | Luxury Fit Out | Vacant,"82,800",yearly,1,2,618 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13729308.html,82800,82800,1.0,2.0,618.0,618.0,2.0,6.428105272684596,11.324195417595107,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
DUPLEX UNIT | ELEGANT 3 BHK | SPACIOUS BUG LAYOUT | FAMILY BUILDING,"160,000",yearly,3,4,"3,255 sqft","Royal JVC Building, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13713180.html,160000,160000,3.0,4.0,3255.0,1085.0,1.3333333333333333,8.08825472712243,11.982935344196433,Royal JVC Building,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Premium Furnished 1BR+ Maid I Stylish Urban Living I With Luxury Facilities-Amenities at Your Doorstep,"97,990",yearly,1,2,820 sqft,"Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13692586.html,97990,97990,1.0,2.0,820.0,820.0,2.0,6.710523109452428,11.492630916700763,Laya Mansion,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Spacious | Fully Furnished | Large Balcony,"80,000",yearly,1,1,"1,088 sqft","Diamond Views II, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13680433.html,80000,80000,1.0,1.0,1088.0,1088.0,1.0,6.9930151229329605,11.289794413577894,Diamond Views II,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bright & Spacious | Fully Furnished | Call Now,"79,999",yearly,1,2,634 sqft,"Binghatti Nova, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13707534.html,79999,79999,1.0,2.0,634.0,634.0,2.0,6.453624998892692,11.289781913656018,Binghatti Nova,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
